median_tpm_Liver	median_tpm_Other	LO	gene
11.74	4.11	2.85644768856448	KCNK5
2.146	1.511	1.42025148908008	KCNK17
24.095	19.07	1.26350288411117	MOCS1
40.235	3.054	13.1745252128356	UNC5CL
124.75	3.284	37.9872107186358	GNMT
35.97	12	2.9975	KLC4
48.355	31.31	1.54439476205685	DNPH1
4.758	1.329	3.58013544018059	CRIP3
13.715	1.808	7.58573008849558	CYP39A1
12.59	9.601	1.31132173731903	TRAM2
32.33	18.65	1.73351206434316	TMEM14A
423.95	0.2106	2013.0579297246	GSTA1
37.02	23.84	1.55285234899329	ELOVL5
25.56	9.113	2.80478437397125	GCLC
3.008	0.3671	8.19395260147099	MLIP
153.9	38.13	4.03619197482297	PTP4A1
4.422	3.637	1.21583722848501	MTO1
18.875	9.651	1.95575588021967	SH3BGRL2
18.56	8.182	2.2683940356881	BCKDHB
11.03	4.861	2.26908043612425	NT5E
5.771	3.241	1.78062326442456	MANEA
19.86	16.34	1.21542227662179	CCNC
10.07	7.202	1.39822271591225	PDSS2
4.7255	3.571	1.3232987958555	WASF1
6.4005	3.707	1.72659832748854	DDO
18.565	13.75	1.35018181818182	TUBE1
3.1055	1.061	2.92695570216777	FRK
1.663	1.179	1.41051738761662	FAM184A
59.95	17.83	3.36231071228267	MAN1A1
19.43	14.53	1.33723331039229	SMPDL3A
14.205	10.08	1.40922619047619	TRMT11
7.491	4.647	1.61200774693351	AKAP7
400.95	0.4652	861.887360275151	ARG1
19.825	2.101	9.43598286530224	ENPP1
54.265	0.5028	107.925616547335	VNN1
2.215	1.359	1.6298749080206	VNN2
91.165	0.6834	133.399180567749	ALDH8A1
6.5585	3.64	1.80178571428571	MAP7
40.51	25.66	1.57872174590803	PERP
8.6135	2.633	3.27136346372959	NHSL1
15.92	11.99	1.32777314428691	ABRACL
17.65	2.002	8.81618381618382	ADGRG6
24.365	7.828	3.1125447112928	AIG1
11.76	9.421	1.24827513002866	PEX3
24.18	13.83	1.74837310195228	RAB32
5.1235	1.108	4.62409747292419	SAMD5
12.34	8.731	1.41335471309128	RMND1
3.5275	0.955	3.69371727748691	ESR1
3.286	1.817	1.8084755090809	CNKSR3
85.32	51.82	1.64646854496333	SOD2
29.45	7.927	3.71515075059922	ACAT2
384.5	0.5794	663.617535381429	SLC22A1
25.105	3.505	7.16262482168331	SLC22A3
131.95	69.29	1.90431519699812	MPC1
1.4995	0.3582	4.18620882188721	DACT2
54.82	29.84	1.83713136729223	FAM20C
13.2	4.459	2.96030500112133	GPER1
29.955	16.16	1.85365099009901	ZFAND2A
15.26	1.735	8.79538904899135	TMEM184A
7.669	1.266	6.05766192733017	ELFN1
141.95	86.51	1.64085076869726	KDELR2
11.445	9.199	1.24415697358409	AHR
13.84	1.224	11.3071895424837	SNX10
66.085	42.62	1.55056311590802	HIBADH
5.3245	2.529	2.1053776196125	CHN2
10.585	7.11	1.4887482419128	ZNRF2
1.6835	1.047	1.60792741165234	BMPER
1.9605	1.622	1.20869297163995	KIAA0895
1.8645	1.425	1.30842105263158	AOAH
5.322	3.467	1.53504470723969	MPLKIP
4.7475	1.196	3.96948160535117	SUGCT
2.177	0.5775	3.76969696969697	INHBA
27.145	18.48	1.46888528138528	CCM2
12.905	1.497	8.62057448229793	ADCY1
143.45	36.17	3.96599391761128	IGFBP3
16.915	8.146	2.07647925362141	EGFR
48.625	32.86	1.47976262933658	GUSB
210.55	26.09	8.07014181678804	ASL
21.89	16.45	1.3306990881459	CRCP
20.785	8.813	2.35844774764552	TPST1
9.379	7.224	1.29831118493909	AUTS2
413.9	9.049	45.7398607580948	MLXIPL
4.538	1.956	2.3200408997955	VPS37D
25.52	0.797	32.0200752823087	CLDN3
2.876	2.121	1.35596416784536	LAT2
149.25	34.09	4.37811674977999	POR
1.575	0.7177	2.19451024104779	SSC4D
5.2245	1.635	3.1954128440367	HGF
7.2305	5.567	1.29881444224897	CROT
28.66	0.5314	53.9330071509221	ABCB4
7.2785	1.507	4.82979429329794	ABCB1
2.976	0.3682	8.08256382400869	RUNDC3B
12.065	4.157	2.90233341351936	STEAP1
16.855	9.998	1.68583716743349	CLDN12
120.6	2.614	46.1361897475134	PON3
76.835	27.38	2.80624543462381	PON2
44.245	10.71	4.1311858076564	SLC25A13
1.6295	0.4268	3.81794751640112	BHLHA15
20.015	9.997	2.00210063018906	BAIAP2L1
155.9	0.6464	241.181930693069	CYP3A5
1.7835	0.5186	3.43906671808716	GJC3
826.6	3.133	263.8365783594	AZGP1
34.995	16.92	2.06826241134752	ZKSCAN1
78.095	62.29	1.2537325413389	PILRB
28.41	9.639	2.9474011826953	AGFG2
19.735	15.97	1.23575453976205	MOSPD3
425.6	0.414	1028.0193236715	TFR2
9.5655	1.244	7.68930868167203	MUC3A
59.15	21.33	2.77308954524144	SERPINE1
37.28	21.18	1.76015108593012	ZNHIT1
10.43	8.134	1.28227194492255	CLDN15
3.5655	0.5246	6.7966069386199	RELN
1.0735	0.6859	1.56509695290859	CDHR3
107.3	37.34	2.87359400107124	NAMPT
10.665	6.82	1.56378299120235	CCDC71L
59.41	35.06	1.69452367370222	DNAJB9
4.2915	3.509	1.22299800512967	DOCK4
11.58	6.221	1.8614370679955	MET
15.52	12.7	1.22204724409449	AASS
6.578	0.2815	23.3676731793961	GPR37
24.44	11.02	2.21778584392014	TSPAN33
13.64	5.735	2.37837837837838	SMO
3.804	2.043	1.86196769456681	CPA1
14.545	9.795	1.48494129657989	MEST
6.1365	3.727	1.64649852428226	SLC35B4
2.6635	0.5137	5.18493284017909	AKR1B10
31.05	20.8	1.49278846153846	TMEM140
4.4285	1.042	4.25	FAM180A
7.049	3.731	1.88930581613508	PRSS1
7.371	4.176	1.76508620689655	PRSS2
1.0905	0.4572	2.38517060367454	TRPV6
96.205	65.03	1.4793941257881	GSTK1
4.619	2.118	2.18083097261568	TMEM139
11.485	4.167	2.75617950563955	EPHA1
1.2465	0.916	1.36080786026201	ARHGEF35
144	59.4	2.42424242424242	PDIA4
36.7	19.1	1.92146596858639	ATP6V0E2
2.5475	0.5554	4.58678429960389	ACTR3C
11.59	5.684	2.03905700211119	LRRC61
7.217	4.257	1.69532534648814	ZBED6CL
542.2	65.2	8.3159509202454	RARRES2
642.25	40.25	15.9565217391304	TMEM176B
621.9	30.7	20.257328990228	TMEM176A
259.05	20.22	12.8115727002967	INSIG1
11.195	6.71	1.66840536512668	TDRP
5.283	3.245	1.62804314329738	KBTBD11
84.365	1.114	75.7315978456014	DEFB1
1.6665	0.7937	2.09965982109109	DEFA3
7.1655	2.168	3.30511992619926	CLDN23
44.85	18.32	2.44814410480349	PPP1R3B
15.13	6.681	2.264631043257	MSRA
4.7345	3.466	1.36598384304674	MICU3
89.5	17.49	5.11720983419097	SLC7A2
4.504	0.9931	4.53529352532474	NAT1
10.905	3.764	2.89718384697131	SH2D4A
16.01	13.16	1.21656534954407	BMP1
276.4	37.53	7.36477484678923	SLC39A14
36.645	26.91	1.36176142697882	TNFRSF10B
8.5455	4.951	1.72601494647546	TNFRSF10D
7.517	6.167	1.21890708610345	DOCK5
7.8235	6.336	1.23476957070707	TRIM35
86.545	13.2	6.55643939393939	EPHX2
751.3	129.9	5.78367975365666	CLU
8.7785	4.564	1.92342243645925	UBXN8
1.005	0.4204	2.39058039961941	NRG1
41.56	34.05	1.22055800293686	EIF4EBP1
6.917	4.459	1.55124467369365	BAG4
22.51	16.56	1.35929951690821	LYPLA1
32.365	2.838	11.4041578576462	GGH
2.6955	1.643	1.64059646987219	CYP7B1
11.625	6.746	1.72324340349837	MTFR1
10.305	0.6973	14.7784310913524	TRIM55
45.18	23.44	1.92747440273038	ADHFE1
22.325	9.882	2.25915806516899	LACTB2
20.035	9.533	2.10164691073114	RDH10
1.954	0.4756	4.10849453322119	ZFHX4
1.6975	0.6824	2.48754396248535	IL7
17.495	11.12	1.57329136690647	IMPA1
1.0365	0.4096	2.530517578125	SLC10A5
64.17	19.34	3.31799379524302	CA2
98.155	40.07	2.44958822061393	DECR1
51.585	16.99	3.03619776339023	TP53INP1
62.55	26.95	2.32096474953618	SDC2
4.7495	0.4275	11.1099415204678	ERICH5
420.25	15.64	26.8702046035806	RIDA
14.56	5.05	2.88316831683168	SYBU
12.245	6.261	1.95575786615557	EXT1
3.608	1.332	2.70870870870871	TNFRSF11B
15.265	12.4	1.23104838709677	MAL2
27.675	8.41	3.29072532699168	SNTB1
28.38	13.49	2.10378057820608	MTSS1
12.88	7.706	1.67142486374254	SQLE
34.61	24.17	1.43194042201076	TRIB1
36.11	18.11	1.99392600773054	THEM6
163.25	45.45	3.59185918591859	LY6E
6.972	4.722	1.47649301143583	TOP1MT
21.1	16.15	1.30650154798762	ZC3H3
50.31	30.17	1.66755054690089	GSDMD
4.835	2.079	2.32563732563733	MROH6
92.85	31.78	2.92164883574575	NAPRT
10.71	5.983	1.79007187029918	FAM83H
85.015	40.74	2.08676975945017	NRBP2
26.575	20.77	1.27948964853154	PARP10
225.3	133.3	1.69017254313578	GRINA
24.635	17.9	1.37625698324022	OPLAH
1.2715	0.9603	1.32406539623034	WDR97
1.1425	0.5178	2.20645036693704	TMEM249
41.92	27.96	1.49928469241774	PPP1R16A
127.75	9.025	14.1551246537396	GPT
30.985	20.55	1.50778588807786	MFSD3
24.315	14.01	1.7355460385439	C8orf82
22.97	17.31	1.32697862507221	KANK1
23.94	2.207	10.8473040326235	SLC1A1
3.266	1.174	2.78194207836457	SPATA6L
10.405	6.564	1.58516148689823	PLPP6
24.795	6.613	3.74943293512778	RCL1
39.47	0.3158	124.984167194427	GLDC
1.865	1.392	1.33979885057471	PTPRD
12.275	5.542	2.21490436665464	LURAP1L
2.805	1.342	2.09016393442623	CNTLN
114.95	33.55	3.42622950819672	PLIN2
5.5175	0.7124	7.74494665918024	DMRTA1
10.145	7.655	1.32527759634226	CAAP1
35.47	15.02	2.36151797603196	ACO1
52.73	43.81	1.20360648253823	B4GALT1
10.02	3.819	2.62372348782404	AQP7
61.4	7.418	8.27716365597196	AQP3
2.3405	0.2306	10.1496097137901	PRSS3
7.01	0.7431	9.43345444758444	ENHO
106.6	29.97	3.55689022355689	SIGMAR1
62.975	26.17	2.40638135269392	GALT
12.995	3.333	3.8988898889889	CCL19
22.3	13.74	1.62299854439592	CCL21
43.255	23.34	1.85325621251071	HINT2
33.35	7.385	4.51591062965471	GNE
105.8	30.12	3.51261620185923	GRHPR
20.75	14.91	1.39168343393696	SHB
40.105	11.63	3.44840928632846	ALDH1B1
1.866	1.383	1.34924078091106	CBWD5
8.2295	6.149	1.33834769881282	FXN
32.53	22.03	1.47662278710849	TJP2
4.98	1.983	2.51134644478064	APBA1
212	88.28	2.40144993203444	ALDH1A1
5.6825	4.686	1.21265471617584	CARNMT1
82.835	4.723	17.5386406944739	PSAT1
14.48	4.714	3.07170131523123	IDNK
9.8945	7.338	1.34839193240665	CKS2
115.75	39.83	2.90610092894803	GADD45G
61.24	46.35	1.32125134843581	NFIL3
8.4645	6.532	1.29585119412125	ASPN
8.2145	4.106	2.0006088650755	ECM2
10.745	2.046	5.25171065493646	SUSD3
341.4	14.56	23.4478021978022	FBP1
8.829	2.297	3.84370918589465	FANCC
6.523	1.485	4.39259259259259	HSD17B3
26.845	14.68	1.82867847411444	SLC35D2
8.003	5.474	1.46200219218122	CDC14B
13.705	3.539	3.87256287086748	TRIM14
1.9935	1.207	1.65161557580779	CORO2A
6.406	5.139	1.24654602062658	TBC1D2
107.35	86.25	1.24463768115942	SEC61B
2547	0.6716	3792.43597379393	ALDOB
18.48	6.722	2.74918179113359	ABCA1
12.14	7.28	1.66758241758242	SLC44A1
16.035	4.673	3.4314145088808	EPB41L4B
15.505	8.607	1.80144068781225	PTPN3
121.5	84.73	1.43396671780951	TXN
128.65	13.58	9.47349042709867	PTGR1
21.73	7.63	2.84796854521625	DNAJC25
54.075	32.54	1.66180086047941	HSDL2
31.975	8.717	3.66811976597453	SLC31A1
67.3	20.74	3.24493731918997	HDHD3
52.365	25	2.0946	ALAD
1.066	0.4409	2.41778180993423	C9orf43
3209.5	0.3155	10172.7416798732	AMBP
21.61	0.6123	35.2931569492079	KIF12
16.855	5.71	2.95183887915937	COL27A1
8805.5	0.9871	8920.57542295613	ORM1
3515	0.2753	12767.8895750091	ORM2
13.14	8.272	1.5884912959381	MEGF9
121.1	2.699	44.868469803631	C5
149.65	111.7	1.33974932855864	STOM
27.395	6.634	4.12948447392222	NEK6
1.8665	1.421	1.31351161154117	NR6A1
17.135	7.233	2.36900317987004	RABEPK
12.54	10.37	1.2092574734812	SLC2A8
54.4	23.99	2.26761150479366	SLC25A25
4.845	2.424	1.99876237623762	LCN2
11.045	8.597	1.2847504943585	TRUB2
20.01	16.14	1.23977695167286	SLC27A4
13.75	10.11	1.36003956478734	ZDHHC12
25.365	16.38	1.5485347985348	PHYHD1
18.42	7.577	2.43104130922529	DOLPP1
76.345	36.88	2.07009219088937	CRAT
595.5	44.84	13.2805530776093	ASS1
2.6195	1.292	2.02747678018576	LAMC3
126.85	91.7	1.38331515812432	SURF4
15.915	3.003	5.2997002997003	ADAMTS13
32.465	12.43	2.61182622687048	CACFD1
17.985	10.15	1.77192118226601	ADAMTSL2
4.1195	0.2148	19.1783054003724	FAM163B
23.565	0.6979	33.7655824616707	DBH
43.98	1.597	27.5391358797746	SARDH
27.755	12.59	2.20452740270056	VAV2
45.29	26.62	1.70135236664162	RXRA
38.69	0.2287	169.173589855706	FCN2
1.0395	0.7895	1.31665611146295	FCN1
46.625	36.06	1.29298391569606	PMPCA
273.2	67.23	4.06366205562993	AGPAT2
79.145	61.77	1.28128541363121	TMEM141
17.155	8.023	2.13822759566247	MAMDC4
372.95	1.606	232.222914072229	C8G
15.665	1.94	8.07474226804124	LCN12
16.015	9.835	1.62836807320793	TPRN
1.4895	0.3021	4.9304865938431	FAM166A
2.504	0.4829	5.18533857941603	STPG3
11.065	0.2246	49.2653606411398	ENTPD8
49.28	38.32	1.28601252609603	IDI1
32.995	7.653	4.31138115771593	AKR1C1
33.375	6.638	5.02786984031335	AKR1C2
57.345	15.15	3.78514851485148	AKR1C3
36.165	12.81	2.8231850117096	ASB13
2.554	2.034	1.25565388397247	USP6NL
84.245	27.25	3.09155963302752	ECHDC3
14.14	2.966	4.76736345246123	PROSER2
51.18	11.88	4.30808080808081	DHTKD1
18.975	11.46	1.65575916230366	NUDT5
102.4	37.83	2.70684641818662	PHYH
26.125	11.61	2.25021533161068	FAM107B
8.118	5.836	1.39102124742975	NMT2
8.531	4.109	2.07617425164274	MRC1
24.15	8.499	2.84151076597247	NSUN6
8.9165	6.525	1.36651340996169	ARL5B
6.7395	2.365	2.84968287526427	THNSL1
18.845	2.974	6.33658372562206	APBB1IP
16.8	13.76	1.22093023255814	ACBD5
9.4155	6.186	1.52206595538312	BAMBI
37.395	30.8	1.21412337662338	CXCL12
13.725	10.38	1.32225433526012	AGAP9
43.47	0.8168	53.2198824681685	OGDHL
2.091	1.478	1.41474966170501	ASAH2B
29.055	16.87	1.72228808535862	NRBF2
19.095	2.475	7.71515151515151	DNAJC12
92.735	3.516	26.3751422070535	PBLD
2.696	1.925	1.40051948051948	DNA2
9.701	5.59	1.73542039355993	SLC25A16
16.93	9.451	1.79134483123479	LRRC20
3.61	2.218	1.62759242560866	PRF1
14.265	11.42	1.24912434325744	SGPL1
151.95	51.89	2.92830988629794	PCBD1
5.334	3.248	1.64224137931034	SLC29A3
2.7635	1.385	1.99530685920578	CDH23
5.11	3.856	1.32520746887967	NUDT13
30.54	10.68	2.85955056179775	ADK
86.35	49.07	1.75973099653556	PPIF
13.33	7.522	1.77213507045998	TMEM254
306.2	61.58	4.97239363429685	GLUD1
13.32	7.383	1.80414465664364	MINPP1
48.33	11.19	4.31903485254692	PAPSS2
1.6645	1.001	1.66283716283716	LIPF
4.0865	2.673	1.52880658436214	IFIT2
12.915	1.996	6.47044088176353	PANK1
86.96	17.35	5.01210374639769	PPP1R3C
4.721	3.739	1.26263706873496	CPEB3
43.44	5.026	8.64305610823717	HHEX
4153	3.757	1105.40324727176	RBP4
662.55	1.223	541.741618969746	CYP2C8
22.795	3.12	7.30608974358974	BLNK
26.46	2.223	11.9028340080972	PIK3AP1
7.7205	3.388	2.27877804014168	FRAT1
11.9	8.546	1.39246431078867	FRAT2
29.94	2.495	12	HOGA1
26.92	17.55	1.53390313390313	AVPI1
4.6625	1.431	3.25821104122991	SFRP5
178.95	50.61	3.53586247777119	GOT1
60.1	0.7252	82.8736900165472	ABCC2
28.885	8.798	3.28313253012048	ERLIN1
159.65	9.777	16.3291398179401	SCD
34.77	3.865	8.99611901681759	SEMA4G
5.445	2.824	1.92811614730878	SFXN2
1.95	0.952	2.04831932773109	CYP17A1
28.7	22.08	1.29981884057971	BORCS7
25.12	10.41	2.41306436119116	AS3MT
147.05	87.09	1.68848317832128	GSTO1
36.37	3.349	10.8599581964766	GPAM
41.615	6.275	6.63187250996016	ACSL5
7.6565	3.499	2.18819662760789	GFRA1
2.5445	1.065	2.38920187793427	PNLIP
11.97	8.524	1.40427029563585	SHTN1
216.9	150.3	1.44311377245509	PRDX3
7.4775	3.003	2.49000999000999	FGFR2
82.85	54.33	1.52494018037916	HTRA1
97.035	14.54	6.67365887207703	ACADSB
16.31	6.765	2.41093865484109	LHPP
37.985	12.17	3.12119967132293	MGMT
42	31.3	1.34185303514377	BNIP3
2.6675	0.4114	6.48395721925134	KNDC1
5.738	4.301	1.33410834689607	ADAM8
281.35	0.3019	931.931103014243	PRAP1
83.88	6.807	12.3226090788894	FUOM
654.15	124.2	5.26690821256039	ECHS1
8.6985	3.678	2.36500815660685	PAOX
51.185	25.65	1.99551656920078	MTG1
7.3825	3.321	2.22297500752785	SPRN
2551	2.817	905.573304934327	CYP2E1
1.603	0.2367	6.77228559357837	NLRP6
331.3	187.9	1.76317189994678	IFITM2
991.25	572.4	1.73174353598882	IFITM3
44.865	25.05	1.79101796407186	SIGIRR
16.435	7.092	2.31739988719684	LMNTD2
38.5	21.19	1.81689476168004	RASSF7
39.295	18.57	2.11604738826064	IRF7
84.32	0.2316	364.075993091537	CDHR5
78.055	20.89	3.73647678314983	EPS8L2
20.96	14.26	1.46984572230014	SLC25A22
44.55	26.79	1.66293393057111	TOLLIP
13.655	1.307	10.4475899005356	IFITM10
83.48	16.94	4.92798110979929	IGF2
3.39	0.3776	8.97775423728813	SLC22A18AS
38.895	9.257	4.20168521119153	SLC22A18
367.35	217.9	1.68586507572281	HBB
4.519	2.139	2.11266947171576	HBD
2000.5	0.9486	2108.89732236981	HPX
4.1535	3.21	1.29392523364486	DNHD1
11.975	7.081	1.69114531845785	PPFIBP2
7.0405	5.463	1.28876075416438	TRIM66
18.5	13.56	1.36430678466077	TMEM41B
5.56	1.576	3.52791878172589	PDE3B
1946.5	0.7619	2554.79721748261	SAA2
8842	8.275	1068.51963746224	SAA1
13.73	5.608	2.44828815977175	HPS5
243.05	175.8	1.3825369738339	LDHA
7.1795	5.421	1.32438664453053	NAV2
8.5265	1.563	5.45521433141395	GAS2
18.925	11.52	1.64279513888889	LGR4
12.445	8.962	1.3886409283642	LIN7C
7.7345	2.227	3.47305792546026	PRRG4
37.14	1.45	25.6137931034483	DEPDC7
7.721	5.902	1.30820060996272	ABTB2
181.15	55.21	3.28110849483789	CAT
5.393	0.3818	14.1251964379256	SLC1A2
16.81	13.24	1.26963746223565	ACCS
44.985	8.824	5.09802810516772	SLC35C1
16.39	13.57	1.20781134856301	PEX16
48.12	26.1	1.84367816091954	ACP2
33.93	10.27	3.30379746835443	NR1H3
64.69	30.57	2.11612692181878	MTCH2
2.1195	0.5122	4.13803201874268	AGBL2
4.9345	0.259	19.0521235521236	FOLH1
5.3695	0.7634	7.03366518208017	PRG2
75.015	16.01	4.68550905683948	SLC43A3
14.6	1.38	10.5797101449275	RTN4RL2
69	13.13	5.25514089870526	SLC43A1
48.63	26.11	1.86250478743776	UBE2L6
1082	186.4	5.80472103004292	SERPING1
19.335	6.834	2.82923617208077	DTX4
38.505	31.67	1.2158193874329	OSBP
9.3925	6.533	1.4377009031073	MS4A6A
1.8605	0.934	1.99197002141328	MS4A4E
10.865	0.9834	11.0484034980679	VWCE
40.095	9.26	4.32991360691145	TKFC
44.22	3.972	11.1329305135952	SYT7
10.575	0.9031	11.7096667035766	MYRF
8.9805	5.772	1.55587318087318	FADS1
27.65	6.545	4.22459893048128	FADS2
3.5525	2.804	1.26694008559201	LBHD1
51.45	22.83	2.25361366622865	TM7SF2
81.195	55.42	1.46508480692891	SYVN1
42.73	30.24	1.4130291005291	MAP3K11
3.345	1.616	2.06992574257426	CTSW
73.71	54.11	1.36222509702458	YIF1A
54.12	30.59	1.76920562275253	CCS
11.51	0.9782	11.7665099161726	SPTBN2
115	6.085	18.898931799507	PC
54.86	19.65	2.79185750636132	RHOD
91.53	51.17	1.78874340433848	POLD4
68.705	55.31	1.2421804375339	CDK2AP2
27.5	18.45	1.49051490514905	NUDT8
38.7	18.03	2.14642262895175	C11orf24
40.615	19.06	2.13090241343127	LRP5
31.555	19.01	1.6599158337717	CPT1A
18.075	5.648	3.20024787535411	ANO1
2.026	1.218	1.66338259441708	SHANK2
60.19	11.32	5.31713780918728	DHCR7
5.6945	4.479	1.27137753962938	CLPB
233.55	35.64	6.5530303030303	STARD10
2.484	0.684	3.63157894736842	CHRDL2
92.5	10.13	9.13129318854886	SLCO2B1
94.47	3.51	26.9145299145299	DGAT2
77.455	13.66	5.67020497803807	TSKU
37.725	6.074	6.21089891340138	CAPN5
12.725	2.188	5.81581352833638	MYO7A
6.1565	1.242	4.95692431561997	AQP11
2.9055	1.814	1.60170893054024	KCTD14
126.25	0.4426	285.24627202892	THRSP
10.021	8.347	1.20055109620223	ALG8
10.15	5.195	1.95380173243503	KCTD21
9.3815	6.801	1.3794294956624	USP35
45.31	27.64	1.63929088277858	SMCO4
22.965	9.514	2.41381122556233	C11orf54
91.455	34.97	2.61524163568773	TMEM123
126.75	33.93	3.73563218390805	ACAT1
2.335	0.5957	3.91975826758435	EXPH5
23.365	13.66	1.71046852122987	FDX1
66.93	9.356	7.15369816160753	PPP2R1B
9.897	7.614	1.29984239558708	C11orf52
71.97	57.74	1.24644960166263	SDHD
19.805	3.756	5.27289669861555	BCO2
27.835	16.97	1.64024749558044	PTS
642.2	52.01	12.347625456643	NNMT
10.37	7.826	1.32507027855865	C11orf71
7600	0.2152	35315.9851301115	APOC3
5952.5	2.052	2900.82846003899	APOA1
2.043	0.6968	2.93197474167623	FXYD2
2.704	2.211	1.22297602894618	CD3E
78.12	0.7203	108.454810495627	TTC36
8.8395	6.025	1.46713692946058	TMEM25
1.824	0.2101	8.68158019990481	TREH
77.185	17.1	4.51374269005848	SLC37A4
181.4	25.08	7.23285486443381	OAF
72.685	12.11	6.00206440957886	SC5D
21.295	4.435	4.80157835400226	SORL1
96.445	50.9	1.89479371316306	EI24
13.705	8.983	1.52565957920517	PUS3
25.67	16.95	1.51445427728614	FOXRED1
43.715	12.94	3.37828438948995	DCPS
9.547	1.032	9.25096899224806	TMEM45B
1.4595	0.4172	3.49832214765101	B3GAT1
18.005	0.5033	35.7738923107491	SLC6A12
15.245	0.5897	25.8521282007801	SLC6A13
37.075	28.26	1.31192498230715	ADIPOR2
1.306	1.031	1.26673132880698	FOXM1
2.0365	0.7622	2.67187090002624	NTF3
1.456	0.7081	2.05620675045897	PLEKHG6
78.235	60.79	1.28697154137194	TNFRSF1A
88.215	53.95	1.63512511584801	LTBR
567.15	160.5	3.53364485981308	PTMS
2.707	1.15	2.35391304347826	LAG3
21.87	5.72	3.82342657342657	CD4
598.75	103.9	5.76275264677575	C1S
1267	199.8	6.34134134134134	C1R
87.365	20.61	4.23896166909267	C1RL
145.65	4.514	32.2662826761187	RBP5
25.84	12.7	2.03464566929134	CLSTN3
347.15	217	1.59976958525346	A2M
7.4015	0.2827	26.1814644499469	PZP
2.14	0.733	2.91950886766712	KLRB1
1.3225	0.7769	1.70227828549363	KLRF1
4.338	2.415	1.79627329192547	KLRK1
9.662	6.841	1.41236661306826	LRP6
20.495	13.14	1.55974124809741	DUSP16
28.83	21.03	1.37089871611983	HEBP1
1.425	0.8677	1.64227267488763	C12orf60
6.955	0.9628	7.22372247611134	ART4
19.12	12.68	1.50788643533123	DERA
143.85	9.331	15.4163540885221	MGST1
26.285	20.86	1.26006711409396	KCNJ8
8.6905	7.135	1.21800981079187	ABCC9
2.478	0.8046	3.07979120059657	SOX5
8.559	3.965	2.15863808322825	ITPR2
1.2645	0.5764	2.19378903539209	ARNTL2
6.111	3.512	1.74003416856492	PKP2
94.22	78.31	1.20316690077896	SLC38A2
144.75	0.4849	298.515157764488	SLC38A4
32.12	3.199	10.040637699281	RND1
16.51	0.2522	65.4639175257732	DNAJC22
326.55	151.9	2.14976958525346	TMBIM6
72.715	4.019	18.0928091565066	GPD1
16.54	13.01	1.27132974634896	LARP4
139.9	50.71	2.75882468941037	METTL7A
2.78	2.104	1.3212927756654	BIN2
1.409	0.2683	5.25158404770779	SCN8A
1.1795	0.9629	1.22494547720428	KRT6A
1.898	1.514	1.25363276089828	KRT4
106.8	64.08	1.66666666666667	KRT8
223.4	94.41	2.36627475902976	KRT18
1.5735	0.2159	7.28809634089856	SOAT2
35.545	20.47	1.73644357596483	CSAD
1.44	0.8265	1.74228675136116	ITGB7
42.52	4.238	10.0330344502124	PPP1R1A
83.135	3.219	25.8263435849643	METTL7B
30.795	9.148	3.36630957586358	RDH5
1.8805	0.7417	2.53539166779021	PMEL
27.345	13.89	1.96868250539957	SUOX
33.195	5.291	6.27386127386127	ERBB3
107	0.2843	376.36299683433	SLC39A5
45.795	37.12	1.23370150862069	CNPY2
1.0575	0.694	1.52377521613833	IL23A
59.175	37.91	1.56093379055658	STAT2
8.015	5.652	1.41808209483369	TIMELESS
17.45	4.209	4.14587788073177	SPRYD4
16.1	0.7133	22.5711481844946	GLS2
289.85	0.7695	376.673164392463	HSD17B6
247.6	0.5721	432.791470022723	RDH16
56.77	39.35	1.44269377382465	LRP1
131.55	30.39	4.32872655478776	SHMT2
3.9835	3.221	1.23672772430922	ARHGAP9
9.9735	1.009	9.88453914767096	AVPR1A
6.9685	5.068	1.375	CPM
5.456	4.025	1.35552795031056	LIN7A
8.379	3.434	2.44001164822365	ACSS3
29.535	19.77	1.49393019726859	DUSP6
6.408	4.904	1.30668841761827	CRADD
64.5	0.5276	122.251705837756	AMDHD1
86.91	0.303	286.831683168317	HAL
13.84	3.317	4.17244498040398	IGF1
17.275	3.215	5.37325038880249	SLC41A2
36.05	23.12	1.55925605536332	ACACB
21.78	8.288	2.62789575289575	MMAB
26.95	7.434	3.62523540489642	MVK
4.76	1.259	3.78077839555203	TRPV4
14.345	10.35	1.38599033816425	ACAD10
183.3	39.02	4.69759097898514	ALDH2
7.1645	2.682	2.67132736763609	OAS1
11.41	2.261	5.04643962848297	DTX1
17.13	13.38	1.28026905829596	RITA1
385.5	0.5482	703.210507114192	SDS
33.245	5.348	6.21634255796559	SDSL
20.38	9.63	2.11630321910696	TBX3
997.85	341.9	2.91854343375256	PEBP1
253.1	193.8	1.30598555211558	COX6A1
25.44	20.92	1.21606118546845	TRIAP1
155.2	42.83	3.62362829792202	ACADS
2.8825	0.5215	5.52732502396932	OASL
1.938	1.247	1.55412991178829	P2RX7
1002	1.484	675.202156334232	HPD
16.055	9.439	1.70092170780803	PITPNM2
92.13	72.89	1.26395939086294	TMED2
102.05	8.935	11.4213766088416	SCARB1
4.374	3.108	1.40733590733591	BRI3BP
16.545	1.189	13.9150546677881	GLT1D1
12.745	0.2871	44.3921978404737	LRCOL1
124	18.28	6.78336980306346	PXMP2
17.555	0.5257	33.3935704774586	GJB2
